2,15,66,11,6
15,17,55,1,12
23,52,7,10,8
70,29,0,0,1
9,54,31,3,3
37,3,46,4,10
11,58,15,6,10
44,28,2,8,18
42,11,44,0,3
96,3,0,0,1
8,65,22,2,3
8,45,3,24,20
73,12,8,6,1
17,72,0,1,10
91,3,4,1,1
32,29,0,10,29
51,36,6,0,7
94,0,4,0,2
90,2,1,0,7
91,0,5,0,4
29,7,50,10,4
49,28,21,1,1
89,10,0,0,1
79,17,3,0,1
96,0,3,0,1
33,57,0,8,2
52,33,14,0,1
58,39,1,0,2
90,8,1,0,1
30,15,18,32,5
8,33,3,9,47
26,5,68,0,1
59,12,16,3,10
32,4,29,18,17
6,10,26,19,39
51,22,7,19,1
97,0,2,0,1
82,7,6,2,3
63,24,4,8,1
64,9,15,2,10
15,74,0,1,10
93,0,3,2,2
5,54,29,3,9
20,29,33,9,9
56,39,4,0,1
13,2,6,75,4
74,9,10,6,1
12,7,1,28,52
76,4,17,2,1
22,58,19,0,1
